,Sentiment,Message
5109,0, without car least day
5110,4, missjojosmith thinking thumbs button cry river
5111,0, hoggin comuter man sweats game
5112,0, get haid done soon mess
5113,4, sleeped hours
5114,4, machroi hahahaha would funny told earlier
5115,4, l_izzay thanks letting know feel like calling
5116,4, longer hungry still want food sis myt bring brownies later today plan visit certain boy teeheehee
5117,4, bekakeb thank yaa bekkaa
5118,4, snl even gorgeous awesome let know interested seeing xxx
5119,4, brainychick woot wooot haha lot high nothing gon na stop us whatever tell hurts still process
5120,0, serious back pain
5121,4, sore tubing sunburned lake day yesterday worth right
5122,0, hi offline due little dog ill hopefully mend poor fella lot pain
5123,4, back home somewhat shit weekend away sunburn finally healing peeling suprise blowjob way master shh tell
5124,4, know mtv awards new moon trailer rob taylor wen twilight wins everything lol get shown england
5125,0, justin_roe oh well never seen anything gon na say anything
5126,0, work til
5127,4, ikris party sjuans see coming full report tomorrow including photos
5128,4, upload first geotagged photos flickr first video
5129,0, hiannie play music anymore know dancing anyways lol
5130,0, night ended disaster
5131,0, andy beat every wii sport
5132,4, jus got back home interesting nite hungout wit grl sherrell min since hungout got ta dat nite tweeps
5133,0, good morning ppl meet cool ones later still damn sad esther cant go
5134,4, random night ended well
5135,0, omg wait tomorrow gon na sad wed cuz linz leaving
5136,4, reesoid signed finished yet
5137,4, u sure abn tonight man lol get r amp b frm ya bshepjr
5138,0, finished host last night best book ever sorry twilight
5139,4, lilawesomeanne sissyy lets get vanilla iced coffee saturday go work
5140,0, grrr wanted paint toenails find nail kit
5141,4, currently watching show general hospital
5142,4, decimoo one four aint bad go whole set oh twitter newby
5143,0, lucastex would great buddy columbia would see go brazil wife wants go hawaii instead
5144,0, wiped running
5145,0, kind soul help shit load dnt
5146,4, haha day beginss
5147,4, computer back
5148,0, back bermuda
5149,4, wait get work weekend upon us
5150,0, well floors get done someone needs come fix gas valve fireplace hey sun still
5151,0, life bigger bigger r e losing religion que viejos tiempos
5152,4, ingramnick got members even changed tour hidden sales came
5153,0, really going sleep want people follow know anyone follow follow evil voice giggle
5154,4, meal girls jen bday occasion tomorrow expecting st child xxxx
5155,4, early coding later meeting new landlord sign contract packing move love bank holidays
5156,4, wadg wade yay twitter miss
5157,0, krisreyes link working load
5158,4, bought songs co uk
5159,4, nothing better hot shower steaming cup tea
5160,4, handsome man got breakfast panera best love death blessed absolutely love life
5161,4, elsie_the_cat cat also called elsie
5162,4, vegasdiamond ah two favorite stores shop online hate going person forever messy chaotic luv online
5163,4, ssbohio hi
5164,4, visit page spread news yes resisted urge name ciara goodies lol
5165,4, joshwellington geeky cool
5166,0, wish could play beer pong sad dayyy
5167,4, riddletm hello get home alright sat missed train somehow ended staying hotel free
5168,4, lady_in_red hi hope well send dm like
5169,4, shaynetward thanks link
5170,4, hellokittylei well trying check day yesterday never got response soooo straaaanger lol miss
5171,0, lpetersson pls pls photos iÃ£ Ã¢ Ã¢Â½m gon na sign facebook see photos put flickr something
5172,4, boobookittifukk yet beleive red carpet sighting hope
5173,0, killer_rabbit also got nowhere years ago miracle
5174,4, openzap thanks
5175,0, da quot rainbird quot going amp set every day pm amp must shut
5176,4, amanda_holden love ny good went
5177,4, bestfriend tis hawt hahaha sorry going pretty hyper wan na cookie o_o
5178,4, oooshecutee lmao cus niquhs aintt shitt dudes lt buh aqain dont need _clyde ima boss soo fuxck uh bonnie
5179,0, day didnt turn quite expected
5180,4, death road done awesome thing ever sorry mum
5181,4, getting sun watching antm
5182,4, rs awww cute lucky lad hmm laying bed tweeting watching science channel cuz nerd
5183,4, philipmanderson thanks recommendation p signed kitchen shifts today camp get excited
5184,0, akirazenx yeah real gamer game though patience amp skill amp stuff izombie death march handle
5185,4, greengirl secret beating cold beat hope killed show tonight good luck tomorrow
5186,0, misslott lion witch wardrobe sh never got lotr plot line intricate
5187,0, foul mood morning sure
5188,0, signing lease gt picking wedding dress gt funeral
5189,0, oyfreakinvey rofl
5190,4, wke meezy gunna go swimming later lt
5191,0, rly wish could make fall love w miss old days everything ever wanted dreamsreality
5192,4, watchin tv waitin comp get fixed play old sims
5193,4, anoopdoggdesai huge fan base philippines like season contestants hope gig
5194,4, ict meant working lol
5195,0, leannenufc oooh wish boys munching bacon butties yesterday amp stinking house gorge food smells meanies
5196,0, lovely day sky clear birds singing stuck office windows hours
5197,4, child bday made hair festive party waiting explosions
5198,0, says barns empty
5199,4, gina_pina_ aianna tackles wanted say hi
5200,0, wanting back beach
5201,4, working final study guide english due tomorrow amp cameron
5202,0, many shots
5203,0, lemland ewww please would uncool
5204,4, good home
5205,4, passionmd messaged friend hopefully ill find way get one anything ill buy copy
5206,0, car fixed return rental today air conditioning sweat work
5207,0, disappointed kayaking tonight boys
5208,4, looking forward joy f hoping another disaterous race ferrari button gets another well deserved win
5209,0, coffee gloomy rainy morning sit deck look onto lake today
5210,0, hates lost shot records get shots already record
5211,0, hating internet lately pounding head reason
5212,4, deberito beto pizzeria banksville rd believe beachview area sorry answer like years later
5213,4, richellemead thanks much coming phoenix thank publisher sending awesome author
5214,4, closed pool looks like day reading painting toe nails texting boy cali
5215,0, throwing
5216,0, happy sad increase bit rate spotify happy sounds good sad cant browse web work
5217,0, fashiongalca cause invited
5218,4, scottziolko well meant like new mario game mario sequal idk shoot im still gon na buy lol sony press conference
5219,4, fallenvixen say keeps coming back never wants leave
5220,0, xbllygbsn aah alright lol know dont wan na get wrong either lol aaah alright makes sence
5221,4, tgeorgesand reading yes
5222,4, harriet_oliver lol worry thankyouu xx
5223,4, gon na hit sack drunk tonight great night morning afternoon evening till tweet xx
5224,4, class day gym wcws beach weekend
5225,0, throat infection
5226,0, fabi conect please e mail jimbojose jimbo hotmail com xd jimbo cat miss
5227,0, natashaax laugh want imma melt wear jeans yeeeah
5228,4, bornrandy used watch charmed mornings became slave yr old
5229,0, khloekardashian called like times busy
5230,4, dougiemcfly oh blindness funny go walk eat banana
5231,0, feels ill therefore enjoy nice weather good weekend shame much spent
5232,4, sooo freakin gorgeous outside today
5233,0, neeeed go mac soon seriously hit pan foundation
5234,0, get go walk today walking boring go tomorrow night really want someone take
5235,0, really nice today cold inside though need someting
5236,4, gon na scrapbook whileee
5237,4, jessica___xxx u
5238,4, mavs winnnn spurs
5239,0, teamtechnology well yes seems quot traditional quot management practices tend promote nerds ict manager positions
5240,0, wraithfodder got fell brain cells dying actively trying escape skull
5241,0, maprangmalts still office welcome new life going look forward hour ride home
5242,4, fitbet honey list get stuff around house mow lawn etc worries
5243,4, ___carla___ shh like week xd btw Ã£ Ã¢ Ã¢Â½ awelll worth
5244,0, olisaurusrex idk anymore
5245,4, chatting cuz gcgirls miss guys
5246,0, sunburnt
5247,4, sushi amp good company
5248,4, alexanderljung congrats funding kompis
5249,4, last week waited long enough
5250,4, solobasssteve happy anniversary glad lots celebrate
5251,0, uniquedesigns feel ya ima get robo logo haha taht naem sounds pretty dope u def get ur chain
5252,4, phratearnal welcome world eat back home honey butter chicken biscuit please
5253,0, heading cousins house soo depressed
5254,0, traacyy wait doesnt ive stalked mean seen girl p
5255,4, sleepy day sleepy gave dog food neighbour dog work name kaja
5256,4, mark_wahlberg happy birthday assuming got chollos donnie
5257,0, today one days much kind want stay bed instead totally dreading drs later
5258,0, sick amp tired stuck indoors day coz local council coming kitchen
5259,4, bj yea pa tut wired pa economist
5260,0, mention nd row tickets happy although wont get meet
5261,0, otterale marvelous like bloody evil evening
5262,0, arg sad mile bike ride wait maybe next weekend
5263,4, making namecards tumi finishing muslide loot
5264,0, dear still able sleep
5265,0, open flip share file computer freezes computer every time
5266,4, grantuk oh right things happen thank though pretty much stuck home cause storm playin music
5267,0, sgtruck paralax_sd wow brought smile face great news although lechuck look half menacing used
5268,4, hannaberkenfeld oh gosh song rocks makes dance haha
5269,4, sanchit_gupta yes absolutely
5270,4, want lucene desktop code svn repos search engine textmate plugin
5271,0, everyone jisc king college huge block email arrive
5272,4, staying right tomorrow next day next day next day
5273,0, blarg hr training conference call soooo freaking boring feels like hrs
5274,0, thoughts prayers go david cook amp family
5275,4, ah shower always helps
5276,4, dmerri would say something smart im gon na
5277,4, ok time bed goodnight
5278,4, budwill carbonation porter really care stupid kit beer
5279,0, vanhemlock bad luck buddy execute back plan paint squigs
