,Sentiment,Message
661787,0,"Our family dog of seven years got hit and killed on the road this morning. RIP Maggie, We'll miss you "
222209,0,@TimRyanCW I'm good thanks  But I hate that Twitter is being shyte 
1563876,4,@crisrenvi How come everyone seems to feel the need to @reply on that tweet? XD It's like a pumpkin. Pleasant and round! 
1568861,4,"Hehehehe alright well, I have to get up early so im going to bed. Night all "
1096366,4, Just went to my grandma's house..
1173768,4,Have subscribed to satellite radio and am listening wirelessly at hockey. Still love the top 40...despite being in the wrong age group  
157707,0,"there'll be an update on Tay &amp; Selena (eew) tomorrow on @LaineyGossip,  ahh i'm gonna be brokenhearted"
1343531,4,Goodnight!  I love you Jema Anne celeste!  &lt;333
1461228,4,@ThisisDavina i'm quite good so you goos always follow me!!  just a normal family man doing a normal 9-5 although it more like 8-7!!
92881,0,Just saw X-men; what a let down. 'Bout to see Star Trek; hoping this will be much better. 
412179,0,@miconian It's a Michael Cohn fanclub. 
708156,0,@DAVEYATHAGREAT im feelin sum type ah way about that! -_- i wanted red lobsterssssss for lunch.. u dont wana kno what i recieved instead 
359580,0,Schools out for the summer!... But Theres still Finals 
606437,0,And I haven't say goodbye yet.. &quot;/  And now we're not going to see or meet each other in a long time until August. That sucks!
1425781,4,@BEESTROH aww shuxx  YOU SURE ARE 
1446368,4,Had a nice evening yesterday with a friend. The link to shared younger days did much good! 
1037845,4,designing a restaurant - loads of research 4 a theme-based one!! 
967720,4,"@MichelleTran let's get together &amp; catch up, busy girl! "
158049,0, I hope you're okay &lt;3
1597877,4,"Maureen̩ and her family are coming over soon. Safe  On phone to Sandra,sorting out flowers. 16 years ago this week our mums and us met. :/"
169387,0,"addin to that last comment, was spose to be going to see the jonas brothers 3D movie, but guess what i couldnt go aswell cos im sick "
1211345,4,@VeronikaKurz @WritingForever Thanks for the luck! 
1592321,4,"Sakit menjurus ke demam berdarahh teman2kuu, di RSPC. Thank you doanya yaa! Doain gue ga lama2 di rmh sakitnya yaa "
706352,0,@TehGrumpyDude lol not my choice I'm afraid 
414859,0,Took the dog to the Cat's game...He got to chase Slugger around the diamond. Duluth ended up winning 3-2 
1111445,4,PLAYING AT WWW.DIZZYWORLD.COM 
248348,0,Just woke up! My poor Ash couldn't sleep 
490681,0,Just witnessed a really bad car accident  omgsh i hope these people are okay 
326363,0,I gots my fingers crossed for a massage when I get home. I am in pain. Owch 
1121480,4,"After attending &quot;Dine with PAWS&quot;, had impromptu coffee with Prawn. Catching up and reminiscing. Good times! "
557382,0,"@LittleLaura magnolia,  what a way to go done because your backup was bad epic fail  Backup is #1 on my start of day checks."
1413105,4,&quot;wish that was me on the grammys&quot; haha 
126593,0,"&quot;Add Reference...&quot; wait, ... wait, ... wait, ... and we're off again  "
399671,0,i'm am sad that lauren is leaving the hills but i'm also excited to find out what the next season will be like without her! 
13288,0,doing some crazy ideas for album! im soooo tired 
40247,0,My cat brought a live mouse in last night. I tried to save it but too late  http://tinyurl.com/d63ybo
368870,0,well he is still not following me how sad 
955349,4,hamish and andy ! 
322854,0,@GearboxSoftware just show it to me.  I needs Borderlands.
949235,4,Just uploaded some pics from Disneyland up onto Twitpic. Check 'em out 
1557616,4,ok....i will reach out to u later...n i hope u r ok 
1461529,4,"@Goosegirl555  - ahh, it's easy when you've just taken two courses on it LOL!  Come round you can borrow my notes "
517224,0,@noreen217 i wasnt able to get tickets so im trying to win them on spin1038 this wk doubt il win tho 
1075163,4,can almost taste the pizza..Dad and I should finish it shortly 
1223389,4,@OvariesOfSteel HA! I've been left alone for 6 days now! WHAT bar?! 
784486,0,@cnllTHEsnail yeahhh so saddd 
876428,4,"@heidimontag best saturday for you .. my grandpa has just died , but at list he's with God now "
896268,4,@plagueround No problem.... Anything for my dope friend.   
102567,0,I want to go to the Jonas Brothers show here in Brazilll 
1519125,4,enjoying work .. boss out 
1513369,4,Awesome Awesome AWESOMEEEE 
1093027,4,"shooping @ malioboro, byee twittsy "
1102799,4,"@JenClaude sounds like fun  I know! I'm really worried actually! You planning on uni? All is good with me, I'm slightly sunburnt though X"
1309286,4,Heat  Brought to you by the letter F:  Summer of 1968. MLK and RFK slain. Fists raised at the Mexico Ci.. http://bit.ly/dKEL6
669087,0,@Soul_Storm That sucks 
1257002,4,@stefanbsp BRITNEY RELATED PLEASE CHECK THIS PIC AND COMMENT   http://twitpic.com/6fl6k ME IN A MAGAZINE OF MY CITY
283517,0,I hate hate hate recording guitar  I love playing and singing but put me to record guitar seperate and I become an agrybitch
295857,0,"I hate tv adds, BORRRRINGGGG! Wish i had my UPC  OH well let's pick a good movie and then go to sleep.. Goodnight"
1541315,4,"@cosmos500 science, of course "
484622,0,@ThisisDavina feeling a little flat today need cheering up 
868337,4,"@JurieOnGames yeah, i like it hand drawn too  thats what i mean, 3d stuff just has too much depth to look like a 2d drawing"
1096424,4,Having relaxed Weekend with my sweet boyfriend 
1281865,4,even tweetdeck testen 
1597083,4,@PeterTrataris I reward my believers: here's two extra shots and a souvlaki for you  \~/ \~/ -~oOoOOo~-
1457155,4,@georgiaodonovan My bro once wrote a poem called 'Armadillos Luv Wearing Pointy Shoes'. They can use their shoes to get your phone back 
737346,0,@mikefoong http://twitpic.com/802bh - aww  that's not good
830735,4,@gothayana The bear just had to join  Like my background? I made it myself with photoshop brushes
167782,0,is there a program that tells you when someone stops following you or who started following you? Lost one last night and I've only got 85 
70050,0,is going to be under the hairdryer a long time. 
1422442,4,@RAZNKN Yay.  A little jealous but see you in six days 
1066022,4,@jessicatofu Good point lol. You would have liked this guy though 
358020,0,I want my new hoodie to come  IT'S TAKING FOREVER.
1100418,4,This morning I'm off yardsalen 
419169,0,@EternalScribe Ow ow ow! 
1373300,4,@spsheridan that was honest praise 
623028,0,Ok this sore throat is pi$$ing me off now. I hate being sick  I won't b working tonight but I'm hoping that I'll feel better tomorrow
1238713,4,Good Health class today 
962936,4,@moonfrye Which would be? 
957556,4,is reading blogs and others stuffs. 
1542668,4,celebratin a party for david on the set 
1126716,4,"@alanahmurray: Bless her, i reckon she thought she had it in the bag, happy she didnt win  diversity or stavros ftw and diversity did  x"
900553,4,Is sooo waking both of them up on my way back to SB  good night america
1492609,4,"@rebeccashearing oh nooo, i'm glad Yazmina won. Kate was too full of herself. best person won! "
1290381,4,that last update was my 500th 
1518456,4,@Cormac46 haha I won't . It's a good thing 
246439,0,Seeing my puppy upset about the loss of his manhood coupled with the cone around his neck is breaking my heart! 
856044,4,@techdigest http://bit.ly/dXpnP agree longterm: but right now b/width isn't unlimited/ubiquitous+I don't want ads esp. on lo-fi streams 
189361,0,Joyce said she hates her life....poor JoyceePoo 
304011,0,@Bolanile she got the ticket for going 58 in a like 40 mph zone. Its the first of the month and he was a state trouper so... 
996220,4,going to studio dance  (: ..... shake your body yaaaaa ! 
824583,4,@Jeffersonian I went for one today that was put up today and it was already gone with a few hours. It happens! 
326069,0,"my tryst with foreign embassies continues... this time at Kenyan - Sir, we are not authorized to issue multiple entry visa to you "
376715,0,@filipekc where are you now?  miss you..
938910,4,@b50 no probs lot of people are facing the same issue 
1460452,4,Is really happy  my life actually feels  perfect. No exaggeration.
690124,0,I swear to God I`m not the one who posted those twitter shz 
49096,0,I feel really sick when I see pregnant women 
1494853,4,"@Jocassels That was a few years ago and when I went to the doc. I have been avoiding the computer, tv, etc. So I will talk to you soon "
1050629,4,a nice definition of sun: a person considered as a source of warmth or energy or glory 
764116,0,I've ben told it's my turn to vacuum the house this week. Oh joy. I'll probably just get it over w/ this afternoon. 
1145209,4,Riding home in the convertible baah ! Really windy 
71577,0,Morning all. Overtime again today on a bank holiday  #fb
1418885,4,Rocking out to some Soulfly 
429874,0,my fish is not happy 
33365,0,tweetdeck died on me 
1050918,4,FEEL-GOOD-FRIDAY songs are really niice 
1246131,4,"@bodylikemind same really :-/ but ahh well, have a freakking art exam tomorrow -_- not impressed lol btw love ur pic tis lovly  xxx"
351723,0,grrr i left my phone at home..bac at wrk   wuld rather b n NAP
472928,0,"Wooooo, thought I now had 14 followers. After blocking suspended accounts I am now down to 11 "
104137,0,@littlelizziev hey that's my goal too! Mine got stolen in jan and I haven't been able to replace them 
133731,0,going for a jog with these SORE legs 
434623,0,"Wanna move boxes to my new home, but I can't. "
1398691,4,using chrome theme in FireFox. It looks smart 
1120398,4,"@30STMluva who doesn't ))) ok,now i go ,sweet dreams "
183629,0,Havin fun away...beach breeze feels nice. im okay even tho Denver is losing at the momment. Boooo!!     BUT yeaaah to the lovely nite &amp; my
1175849,4,But I've figured out plan 2 
258454,0,@flawlessmi i had a very fat day today and i'm ashamed can i have a glass of water  lol
1229590,4,@maxw15 followers in action 
1596859,4,"Dear Lazy Web, unrecoverable error (vmx) re scsi NOT_IMPLEMENTED on ESX 3.5.0. Anyone ? PLEASE "
924659,4,@TickleMeJoey I love yoy 
248000,0,is not every happy 
1303556,4,"@tenshirei Oh cool.  I've been looking for a good salon, cause I haven't ever been to one before. My mom usually cuts my hair."
894788,4,That Dane Cook is a silly bitch 
930625,4,@TheRealJordin The new song sounds amazing! Love it 
656226,0,is probably going to be an iphone and Grand Prix widow this weekend  Although I do get see @loonytune on Saturday  - yay!
450451,0,Hi folks. I was having a great day until about 10 minutes ago when I cracked a tooth. What a drag 
274877,0,"depressing, pressuring, irritating day for me today... "
298741,0,Making dinner with Wendy. Gonna miss her next week. 
963701,4,@aplusk That 70 s show was the best comedy show 
59686,0,grr. Trains please hurry 
629795,0,@teal64  So sorry to  hear about your kitty!
576555,0,They just cleaned my shoes &amp; now they're VERY squeaky!  I hate that!
1231629,4,turning off the laptop early tonight! 
953140,4,@jewels_610 haha! Yea I enjoyed a few drinks earlier too. Kinda nice since I dont do that often!  
67368,0,downloading the new limewire.. i miss world of warcraft 
439984,0,@laydmaxix he didnt hear what else they said 
1426192,4,@aaziz thanks! i'm glad TJ came through in the clutch for ya. have a wonderful ambi-free weekend. 
1597046,4,Yay for LVATT being a trending topic! Hope there's still a copy left when I go get it later. 
276045,0,isPlayer Has Died! Sorry 
25303,0,The three clubs I detest most in the world are the last three left in the FA Cup. 
582501,0,@milkshake42 hope doesn't that mean you can't stand me to? 
1564055,4,@amybeth23 yay!  i am excited to read more! 
35215,0,@Adam_buckley Ditto 
375336,0,My poor black goldfish has some fin rot.  http://twitpic.com/6q43a
67981,0,"Omg so many people @ coldstone, have to get a mocha frapp from starbucks. Well it's still good but really wanted ice cream. "
